Age,Gender,Branch,Average GPA,Backlogs,Attendance (%),Clubs,Skills,Internship Done,Internship Domain,Placement Status,Placement Domain,CTC (LPA),Alumni Path,Sem1 GPA,Sem2 GPA,Sem3 GPA,Sem4 GPA,Sem5 GPA,Sem6 GPA,Sem7 GPA,Sem8 GPA,Skill_Count,Club_Count
21.0,Female,MECH,7.06,3.0,67.47,"Literary Society, Entrepreneurship Cell","Python, SQL, C++, Java, Web Development",0,Unknown,1.0,Software,10.23,Startup,7.06,6.57,6.37,5.86,6.39,7.57,8.4,8.25,5,2
21.0,Female,CIVIL,7.61,1.0,86.43,"Literary Society, Coding Club, Robotics","Java, Machine Learning",1,Software,0.0,Unknown,0.0,Unknown,8.36,8.34,7.02,7.93,8.03,6.75,6.84,7.59,2,3
18.0,Male,MECH,6.74,1.0,75.04,"Cultural Club, Sports Club, Robotics","C++, SQL, Java",0,Unknown,0.0,Unknown,0.0,Unknown,7.12,6.03,8.2,6.84,6.97,6.07,6.56,6.12,3,3
20.0,Female,ECE,6.96,0.0,62.68,Robotics,"Data Science, SQL, Machine Learning, Web Development, C++",1,Core Engineering,0.0,Unknown,0.0,Unknown,6.25,7.38,8.12,5.26,7.41,6.72,7.11,7.46,5,1
20.0,Female,CIVIL,7.5,1.0,60.72,"Sports Club, Robotics, Literary Society","C++, Machine Learning, Data Science, SQL",0,Unknown,1.0,Research,18.86,Job,7.73,8.44,6.39,7.78,6.29,9.12,6.59,7.64,4,3
19.0,Male,IT,6.87,1.0,79.11,"Sports Club, Literary Society, Coding Club","Data Science, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,6.9,6.37,7.78,6.94,5.61,8.04,6.25,7.04,2,3
21.0,Male,EEE,6.7,0.0,90.38,Entrepreneurship Cell,"Java, Web Development, C++, Python",1,Research,1.0,Hardware,19.8,Startup,6.14,7.36,6.4,7.28,6.48,5.74,7.48,6.76,4,1
18.0,Female,EEE,6.68,0.0,84.22,"Entrepreneurship Cell, Sports Club","Web Development, Java, Python, Data Science",1,Software,0.0,Unknown,0.0,Unknown,7.66,7.08,7.1,5.52,5.31,6.82,6.37,7.59,4,2
22.0,Female,ECE,7.19,0.0,73.48,Cultural Club,"SQL, Web Development, Data Science, Machine Learning",0,Unknown,1.0,Consulting,15.8,Higher Studies,6.3,8.99,8.0,6.54,6.22,8.12,7.17,6.15,4,1
19.0,Male,IT,6.62,2.0,83.45,"Sports Club, Literary Society","C++, Java, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,4.0,6.55,7.76,6.61,6.53,5.96,8.0,7.55,3,2
18.0,Male,IT,6.94,0.0,74.19,Literary Society,"Data Science, Machine Learning, Java",0,Unknown,1.0,Hardware,9.8,Higher Studies,8.15,6.22,8.56,5.47,8.63,6.63,6.76,5.11,3,1
18.0,Female,MECH,6.74,0.0,89.46,"Coding Club, Robotics","Web Development, Machine Learning, C++, Data Science, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,6.62,7.55,6.25,5.75,5.11,6.4,8.95,7.27,5,2
23.0,Male,ECE,7.1,3.0,75.79,"Robotics, Literary Society","SQL, C++, Web Development",1,Research,1.0,Higher Studies,18.82,Research,6.71,7.33,4.84,8.34,6.17,8.42,7.39,7.63,3,2
20.0,Male,ECE,6.96,0.0,95.83,Robotics,"Java, Machine Learning, Python",0,Unknown,0.0,Unknown,0.0,Unknown,7.15,6.83,7.09,6.98,9.58,5.67,5.01,7.33,3,1
18.0,Female,IT,6.88,1.0,89.14,Robotics,"Web Development, C++, Machine Learning",0,Unknown,0.0,Unknown,0.0,Unknown,7.25,6.1,6.43,7.85,7.75,6.32,6.84,6.46,3,1
22.0,Male,IT,7.56,0.0,64.01,"Robotics, Sports Club","C++, Data Science, Web Development, SQL, Python",0,Unknown,1.0,Core Engineering,14.45,Research,7.47,6.79,8.35,6.35,8.86,7.28,8.27,7.12,5,2
19.0,Male,CIVIL,7.31,0.0,88.73,"Robotics, Coding Club","Python, Java, SQL",0,Unknown,1.0,Consulting,4.89,Startup,8.12,7.43,8.91,5.96,6.97,8.16,6.43,6.51,3,2
21.0,Female,CSE,6.64,1.0,79.1,Cultural Club,"Machine Learning, Java",0,Unknown,1.0,Higher Studies,11.41,Startup,6.54,7.19,5.89,6.0,6.37,6.81,7.14,7.15,2,1
18.0,Male,ECE,7.03,0.0,81.33,"Sports Club, Coding Club","Data Science, Web Development",1,Core Engineering,0.0,Unknown,0.0,Unknown,6.45,8.69,7.47,6.98,7.02,6.05,6.93,6.65,2,2
21.0,Female,CSE,6.64,1.0,79.1,Cultural Club,"Machine Learning, Java",0,Unknown,1.0,Higher Studies,11.41,Startup,6.54,7.19,5.89,6.0,6.37,6.81,7.14,7.15,2,1
19.0,Female,MECH,7.74,2.0,82.6,"Entrepreneurship Cell, Coding Club, Cultural Club","Data Science, Machine Learning, Web Development, Python, SQL",1,Research,0.0,Unknown,0.0,Unknown,5.76,8.25,7.73,7.54,7.72,9.39,9.19,6.31,5,3
21.0,Female,CSE,6.64,1.0,79.1,Cultural Club,"Machine Learning, Java",0,Unknown,1.0,Higher Studies,11.41,Startup,6.54,7.19,5.89,6.0,6.37,6.81,7.14,7.15,2,1
21.0,Female,IT,6.76,0.0,82.13,Entrepreneurship Cell,"Web Development, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,7.55,5.55,8.03,6.67,6.17,6.38,6.77,6.99,2,1
22.0,Male,CSE,7.05,1.0,67.75,"Robotics, Literary Society","Machine Learning, SQL, Java, Python",0,Unknown,1.0,Higher Studies,6.37,Job,4.72,8.47,6.14,5.91,7.36,6.63,8.78,8.36,4,2
22.0,Male,EEE,6.8,1.0,64.14,"Sports Club, Robotics","Java, Python",0,Unknown,0.0,Unknown,0.0,Unknown,6.7,6.98,6.09,4.7,6.85,6.72,8.71,7.67,2,2
18.0,Female,IT,7.38,0.0,61.6,Robotics,"Web Development, Python, Java, Machine Learning",0,Unknown,0.0,Unknown,0.0,Unknown,8.0,7.4,4.66,8.09,7.06,7.35,7.54,8.94,4,1
23.0,Male,ECE,7.05,0.0,78.25,"Entrepreneurship Cell, Coding Club, Robotics","Machine Learning, Python, C++, Data Science, Java",1,Research,1.0,Hardware,11.37,Job,7.68,7.89,7.73,6.52,5.36,6.48,8.1,6.62,5,3
19.0,Female,MECH,7.36,0.0,62.56,Sports Club,"SQL, Python",1,Research,1.0,Higher Studies,6.05,Startup,5.44,9.08,8.13,8.46,7.03,6.64,6.33,7.81,2,1
19.0,Male,CSE,6.05,1.0,68.62,Entrepreneurship Cell,"Web Development, Data Science",0,Unknown,1.0,Consulting,6.76,Job,7.05,4.78,6.82,7.0,4.58,7.02,5.99,5.16,2,1
22.0,Male,CIVIL,6.16,2.0,60.33,Robotics,"Data Science, Python, Machine Learning",0,Unknown,0.0,Unknown,0.0,Unknown,5.12,7.62,6.36,5.81,6.38,6.82,6.4,4.79,3,1
22.0,Female,ECE,6.66,1.0,77.04,"Entrepreneurship Cell, Coding Club, Cultural Club","Web Development, C++, Java, Python, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,6.63,6.29,7.3,6.37,7.02,6.27,5.47,7.91,5,3
18.0,Male,ECE,7.03,0.0,81.33,"Sports Club, Coding Club","Data Science, Web Development",1,Core Engineering,0.0,Unknown,0.0,Unknown,6.45,8.69,7.47,6.98,7.02,6.05,6.93,6.65,2,2
20.0,Male,CIVIL,6.79,0.0,78.24,"Entrepreneurship Cell, Coding Club, Cultural Club","SQL, Machine Learning",1,Research,0.0,Unknown,0.0,Unknown,7.03,6.11,6.82,6.45,8.17,9.12,5.57,5.08,2,3
19.0,Male,CSE,6.26,1.0,79.23,"Literary Society, Entrepreneurship Cell","C++, SQL, Data Science, Java, Machine Learning",1,Research,1.0,Consulting,19.86,Higher Studies,7.43,6.28,4.97,5.68,7.02,5.87,6.93,5.93,5,2
23.0,Male,ECE,7.05,0.0,78.25,"Entrepreneurship Cell, Coding Club, Robotics","Machine Learning, Python, C++, Data Science, Java",1,Research,1.0,Hardware,11.37,Job,7.68,7.89,7.73,6.52,5.36,6.48,8.1,6.62,5,3
22.0,Female,MECH,6.13,5.0,62.36,"Entrepreneurship Cell, Coding Club","C++, Web Development, Java",0,Unknown,0.0,Unknown,0.0,Unknown,6.48,6.68,4.35,8.35,7.91,5.27,4.94,5.05,3,2
21.0,Female,CSE,7.42,1.0,72.88,"Robotics, Cultural Club, Literary Society","Data Science, Web Development",0,Unknown,0.0,Unknown,0.0,Unknown,8.79,7.08,6.78,6.68,6.76,7.11,9.51,6.66,2,3
18.0,Male,CIVIL,6.55,2.0,79.62,"Coding Club, Entrepreneurship Cell","SQL, Java, Data Science, C++, Python",1,Higher Studies,0.0,Unknown,0.0,Unknown,9.16,5.14,6.5,7.56,5.39,6.07,5.91,6.69,5,2
21.0,Male,EEE,7.16,0.0,89.66,Literary Society,"SQL, Python",1,Higher Studies,0.0,Unknown,0.0,Unknown,6.35,6.1,6.82,8.58,8.01,5.5,8.2,7.68,2,1
23.0,Male,ECE,7.35,0.0,86.9,"Literary Society, Cultural Club","C++, Machine Learning, Web Development",1,Software,0.0,Unknown,0.0,Unknown,7.5,8.26,6.82,7.65,6.47,5.95,8.79,7.37,3,2
18.0,Female,MECH,7.11,1.0,96.22,"Sports Club, Literary Society","SQL, Web Development, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,6.41,6.93,4.98,7.55,9.35,6.45,7.37,7.85,3,2
18.0,Male,IT,6.81,2.0,78.43,"Coding Club, Robotics, Entrepreneurship Cell","Data Science, SQL, Machine Learning",1,Software,1.0,Software,18.14,Startup,5.82,7.47,8.78,6.75,4.62,7.67,7.99,5.41,3,3
20.0,Male,EEE,6.77,5.0,93.69,Coding Club,"Java, SQL, Machine Learning",0,Unknown,1.0,Higher Studies,16.99,Research,8.69,6.31,7.77,7.71,4.36,6.17,5.71,7.45,3,1
19.0,Male,ECE,6.62,0.0,85.52,"Cultural Club, Entrepreneurship Cell","Python, SQL",0,Unknown,1.0,Hardware,7.37,Research,6.55,6.41,6.92,8.09,5.69,7.14,5.94,6.26,2,2
23.0,Female,IT,6.88,2.0,80.41,Entrepreneurship Cell,"C++, Python, Web Development, Machine Learning, Java",1,Software,1.0,Consulting,14.35,Higher Studies,6.47,7.62,6.63,7.59,6.34,6.17,8.22,5.99,5,1
20.0,Female,CIVIL,7.13,1.0,73.39,Literary Society,"Data Science, Machine Learning",0,Unknown,0.0,Unknown,0.0,Unknown,6.3,6.94,6.11,8.2,5.71,7.9,8.47,7.38,2,1
18.0,Female,ECE,6.55,2.0,82.59,"Entrepreneurship Cell, Robotics, Cultural Club","Web Development, Python, SQL, Java",1,Software,1.0,Hardware,15.71,Job,6.76,5.94,5.95,7.3,5.74,5.51,8.43,6.74,4,3
22.0,Female,IT,6.76,2.0,98.54,"Cultural Club, Entrepreneurship Cell, Sports Club","Web Development, Machine Learning, SQL, Java, Python",1,Software,1.0,Hardware,18.47,Startup,7.63,7.77,5.57,7.37,7.41,7.61,6.23,4.49,5,3
18.0,Male,CIVIL,7.54,0.0,64.11,"Robotics, Coding Club, Cultural Club","Python, Web Development, C++, Data Science",1,Consulting,1.0,Software,15.82,Research,7.52,7.16,5.86,7.12,9.78,7.8,6.26,8.85,4,3
20.0,Male,ECE,7.32,0.0,97.41,"Cultural Club, Entrepreneurship Cell","Java, Python, Data Science, SQL, Machine Learning",0,Unknown,0.0,Unknown,0.0,Unknown,7.19,7.23,8.05,8.49,7.97,6.44,6.22,7.0,5,2
21.0,Male,IT,6.69,1.0,61.47,"Robotics, Cultural Club","C++, Machine Learning, Python, Java",1,Hardware,0.0,Unknown,0.0,Unknown,7.61,7.76,6.47,6.42,6.72,4.7,5.48,8.37,4,2
21.0,Female,CIVIL,7.26,2.0,65.55,"Entrepreneurship Cell, Sports Club","C++, Java, SQL, Data Science, Machine Learning",0,Unknown,0.0,Unknown,0.0,Unknown,7.92,7.11,5.33,6.1,6.47,8.51,8.33,8.33,5,2
19.0,Female,IT,7.02,1.0,80.6,Literary Society,"Python, Java, Machine Learning, Data Science",0,Unknown,1.0,Core Engineering,14.66,Job,6.85,7.27,7.99,6.73,8.2,5.32,8.6,5.21,4,1
19.0,Female,EEE,6.95,2.0,90.3,"Entrepreneurship Cell, Cultural Club","SQL, C++, Java, Python",1,Hardware,1.0,Hardware,8.02,Job,5.69,7.85,6.44,6.13,6.8,8.48,6.61,7.58,4,2
21.0,Male,CIVIL,6.28,1.0,64.23,"Literary Society, Robotics, Cultural Club","C++, SQL, Web Development, Data Science",1,Higher Studies,0.0,Unknown,0.0,Unknown,4.47,7.06,6.63,6.01,7.51,7.05,5.2,6.35,4,3
19.0,Female,EEE,6.59,0.0,98.39,Sports Club,"Machine Learning, Java, Python, C++",1,Core Engineering,0.0,Unknown,0.0,Unknown,5.91,6.75,6.65,7.49,7.69,6.16,7.07,4.98,4,1
22.0,Female,CIVIL,7.45,1.0,95.82,"Cultural Club, Entrepreneurship Cell, Robotics","SQL, Java",0,Unknown,1.0,Consulting,5.76,Higher Studies,7.81,8.13,6.97,5.58,6.88,8.46,8.54,7.21,2,3
21.0,Male,CIVIL,7.61,1.0,86.43,"Literary Society, Coding Club, Robotics","Java, Machine Learning",1,Software,0.0,Unknown,0.0,Unknown,8.36,8.34,7.02,7.93,8.03,6.75,6.84,7.59,2,3
20.0,Male,IT,7.01,0.0,65.35,Entrepreneurship Cell,"Web Development, Java",0,Unknown,1.0,Software,19.21,Higher Studies,7.26,6.39,7.15,6.34,6.18,7.68,6.86,8.21,2,1
20.0,Male,EEE,6.93,2.0,67.47,Literary Society,"C++, Web Development, Data Science, Machine Learning",0,Unknown,1.0,Software,14.13,Research,6.52,5.69,7.59,7.57,6.38,5.9,8.56,7.25,4,1
22.0,Female,IT,7.35,1.0,64.94,"Cultural Club, Coding Club","Python, Machine Learning, Data Science, Java",1,Research,1.0,Core Engineering,13.65,Job,6.78,8.85,8.13,7.75,7.13,6.59,7.7,5.87,4,2
18.0,Male,IT,7.02,1.0,60.53,"Literary Society, Robotics","Python, Web Development, Java, C++, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,8.06,6.9,6.65,6.73,7.27,5.19,8.33,7.04,5,2
23.0,Male,CIVIL,6.82,1.0,99.08,"Entrepreneurship Cell, Cultural Club","Machine Learning, Data Science, Web Development, Java",1,Higher Studies,1.0,Hardware,13.92,Job,6.28,7.06,6.93,5.53,7.19,7.09,7.36,7.16,4,2
19.0,Female,CSE,6.88,1.0,69.59,Coding Club,"Web Development, Java, Machine Learning, SQL",1,Core Engineering,0.0,Unknown,0.0,Unknown,6.83,8.31,6.91,4.76,6.5,7.99,7.55,6.16,4,1
19.0,Female,IT,7.02,1.0,80.6,Literary Society,"Python, Java, Machine Learning, Data Science",0,Unknown,1.0,Core Engineering,14.66,Job,6.85,7.27,7.99,6.73,8.2,5.32,8.6,5.21,4,1
20.0,Female,CIVIL,7.15,2.0,78.34,"Coding Club, Sports Club, Literary Society","C++, SQL, Python, Web Development",1,Research,1.0,Higher Studies,14.85,Higher Studies,5.85,7.81,7.65,7.11,7.95,8.12,6.62,6.1,4,3
21.0,Male,CSE,6.64,1.0,79.1,Cultural Club,"Machine Learning, Java",0,Unknown,1.0,Higher Studies,11.41,Startup,6.54,7.19,5.89,6.0,6.37,6.81,7.14,7.15,2,1
22.0,Male,MECH,6.73,1.0,95.9,"Sports Club, Entrepreneurship Cell, Coding Club","Java, C++, Data Science",1,Consulting,0.0,Unknown,0.0,Unknown,7.25,6.3,5.28,5.42,6.53,7.19,8.41,7.48,3,3
18.0,Female,IT,7.31,1.0,90.39,Entrepreneurship Cell,"SQL, Machine Learning, Web Development",1,Consulting,0.0,Unknown,0.0,Unknown,7.97,8.6,5.52,6.33,7.52,6.11,8.36,8.06,3,1
23.0,Male,EEE,6.76,0.0,79.06,"Coding Club, Entrepreneurship Cell, Sports Club","Machine Learning, C++, Web Development, SQL, Python",0,Unknown,1.0,Core Engineering,8.41,Higher Studies,6.46,5.65,5.87,6.94,6.93,7.33,6.91,7.98,5,3
21.0,Male,ECE,7.23,2.0,89.0,"Cultural Club, Sports Club","Machine Learning, Java",1,Software,0.0,Unknown,0.0,Unknown,7.83,7.25,6.54,7.86,7.9,7.06,7.44,5.97,2,2
18.0,Male,ECE,6.94,0.0,79.88,"Coding Club, Cultural Club, Literary Society","Data Science, Web Development, Java, SQL, Python",1,Software,1.0,Hardware,15.8,Startup,7.18,8.42,6.18,6.56,7.64,8.5,5.76,5.3,5,3
23.0,Female,MECH,6.79,1.0,93.35,"Sports Club, Coding Club, Literary Society","SQL, Java, Data Science, Web Development",1,Higher Studies,1.0,Core Engineering,16.85,Startup,6.87,6.29,7.27,6.09,7.18,7.49,6.78,6.37,4,3
18.0,Female,CIVIL,7.54,0.0,64.11,"Robotics, Coding Club, Cultural Club","Python, Web Development, C++, Data Science",1,Consulting,1.0,Software,15.82,Research,7.52,7.16,5.86,7.12,9.78,7.8,6.26,8.85,4,3
18.0,Male,IT,7.02,1.0,60.53,"Literary Society, Robotics","Python, Web Development, Java, C++, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,8.06,6.9,6.65,6.73,7.27,5.19,8.33,7.04,5,2
19.0,Female,ECE,7.18,2.0,74.35,"Literary Society, Coding Club, Robotics","Python, Machine Learning, Data Science, C++",0,Unknown,0.0,Unknown,0.0,Unknown,7.49,8.58,6.88,7.11,6.41,7.59,6.68,6.68,4,3
23.0,Female,EEE,7.04,2.0,73.59,"Entrepreneurship Cell, Robotics, Coding Club","Python, Web Development",0,Unknown,0.0,Unknown,0.0,Unknown,7.44,5.93,6.84,6.42,7.01,7.8,7.65,7.25,2,3
18.0,Female,MECH,7.61,0.0,70.75,"Robotics, Cultural Club, Sports Club","Data Science, Java, Web Development, SQL",1,Hardware,1.0,Higher Studies,6.38,Higher Studies,7.94,7.18,8.25,7.39,8.56,6.56,7.14,7.83,4,3
20.0,Female,MECH,6.62,1.0,63.29,"Sports Club, Robotics","Machine Learning, SQL",1,Consulting,0.0,Unknown,0.0,Unknown,6.55,4.1,6.34,7.3,6.45,6.78,8.5,6.92,2,2
18.0,Male,ECE,7.19,0.0,93.96,Sports Club,"C++, Machine Learning",0,Unknown,1.0,Software,11.87,Job,9.22,7.06,8.07,7.22,6.18,6.96,5.09,7.69,2,1
21.0,Male,IT,7.14,0.0,67.17,"Robotics, Cultural Club","Data Science, Machine Learning",0,Unknown,0.0,Unknown,0.0,Unknown,8.23,7.46,7.25,7.81,6.74,6.23,6.4,7.0,2,2
20.0,Male,MECH,7.08,0.0,73.64,"Coding Club, Entrepreneurship Cell, Literary Society","Data Science, Python, Machine Learning, Web Development",1,Hardware,1.0,Core Engineering,9.94,Startup,6.57,7.23,6.07,8.29,6.37,8.13,6.77,7.2,4,3
23.0,Female,CSE,6.82,0.0,81.77,"Literary Society, Entrepreneurship Cell, Robotics","Data Science, Java, Python, Web Development",0,Unknown,1.0,Software,3.14,Startup,5.92,8.02,5.74,5.92,7.06,6.68,7.8,7.45,4,3
21.0,Male,CSE,7.15,1.0,68.05,"Cultural Club, Entrepreneurship Cell, Robotics","Machine Learning, Web Development, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,7.96,5.18,6.83,5.89,6.79,9.33,7.29,7.9,3,3
22.0,Male,MECH,7.14,3.0,61.68,"Robotics, Entrepreneurship Cell","Web Development, Machine Learning, Python, SQL",1,Consulting,1.0,Hardware,11.01,Startup,7.66,6.85,7.03,6.83,8.08,7.0,7.25,6.43,4,2
18.0,Female,EEE,6.94,1.0,78.56,"Literary Society, Sports Club, Robotics","Python, Java, Data Science, Machine Learning",1,Software,0.0,Unknown,0.0,Unknown,4.98,4.17,7.81,7.13,6.77,8.39,7.64,8.62,4,3
19.0,Male,CIVIL,7.29,1.0,70.78,"Robotics, Sports Club","SQL, C++, Web Development",0,Unknown,0.0,Unknown,0.0,Unknown,8.16,6.58,8.11,7.6,7.93,5.9,7.1,6.95,3,2
21.0,Male,IT,7.02,0.0,81.52,"Robotics, Entrepreneurship Cell","Python, Java, Machine Learning, Data Science",1,Consulting,0.0,Unknown,0.0,Unknown,5.93,6.22,7.69,6.77,8.59,7.5,6.51,6.99,4,2
19.0,Male,ECE,7.01,1.0,94.04,Coding Club,"Java, Data Science, SQL, Web Development, C++",0,Unknown,0.0,Unknown,0.0,Unknown,5.33,9.09,7.02,5.04,8.2,6.25,8.04,7.12,5,1
20.0,Female,EEE,7.16,1.0,77.43,"Literary Society, Sports Club, Robotics","Python, SQL, Machine Learning, Java, Data Science",1,Hardware,1.0,Software,12.45,Research,7.57,5.84,6.9,8.2,6.13,7.83,6.67,8.16,5,3
20.0,Female,CSE,6.5,2.0,74.98,"Robotics, Literary Society, Coding Club","SQL, Web Development",0,Unknown,0.0,Unknown,0.0,Unknown,6.76,8.87,6.98,6.07,5.71,6.89,5.01,5.7,2,3
21.0,Female,ECE,7.13,1.0,76.52,"Robotics, Literary Society","C++, Java",1,Research,0.0,Unknown,0.0,Unknown,6.33,4.72,6.51,7.62,6.52,8.39,8.66,8.28,2,2
21.0,Female,IT,6.78,2.0,68.72,"Sports Club, Cultural Club, Coding Club","C++, Web Development, Data Science",0,Unknown,1.0,Higher Studies,13.97,Higher Studies,6.64,7.26,7.28,7.04,5.67,6.88,9.28,4.22,3,3
23.0,Female,CIVIL,7.08,2.0,60.04,Literary Society,"Data Science, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,7.44,6.27,7.23,5.14,7.6,7.3,7.64,8.06,2,1
21.0,Female,CSE,7.09,0.0,62.32,"Entrepreneurship Cell, Sports Club","Web Development, SQL, Data Science, Java",0,Unknown,0.0,Unknown,0.0,Unknown,6.13,8.13,5.81,8.64,6.1,7.64,6.67,7.6,4,2
19.0,Male,MECH,6.69,1.0,96.39,"Cultural Club, Sports Club, Robotics","Java, Python, C++, Web Development, SQL",0,Unknown,1.0,Research,17.8,Job,7.3,6.54,6.91,6.31,6.94,5.64,5.58,8.3,5,3
23.0,Male,ECE,6.8,3.0,93.37,"Robotics, Sports Club, Literary Society","Web Development, Machine Learning, Data Science",1,Higher Studies,1.0,Core Engineering,3.14,Research,6.74,6.88,6.21,7.18,6.75,7.11,6.84,6.65,3,3
23.0,Female,CSE,6.72,2.0,71.18,"Robotics, Coding Club, Cultural Club","Machine Learning, Python",0,Unknown,1.0,Consulting,6.93,Job,6.57,5.34,7.47,8.27,7.28,6.15,7.04,5.63,2,3
21.0,Female,EEE,6.72,3.0,89.49,Sports Club,"Machine Learning, Python",1,Higher Studies,1.0,Higher Studies,3.62,Job,7.55,6.45,8.92,6.23,5.31,6.53,5.02,7.75,2,1
19.0,Female,MECH,6.63,0.0,99.38,"Sports Club, Coding Club","Python, Java, Data Science, C++",0,Unknown,1.0,Research,14.33,Research,6.31,7.69,6.68,5.84,7.2,7.4,7.56,4.38,4,2
19.0,Female,CIVIL,6.9,1.0,93.99,"Coding Club, Robotics","Java, Machine Learning, Python, Web Development",1,Research,1.0,Consulting,10.44,Higher Studies,6.62,7.9,7.72,6.71,6.86,6.57,6.83,6.03,4,2
18.0,Male,ECE,6.55,2.0,82.59,"Entrepreneurship Cell, Robotics, Cultural Club","Web Development, Python, SQL, Java",1,Software,1.0,Hardware,15.71,Job,6.76,5.94,5.95,7.3,5.74,5.51,8.43,6.74,4,3
23.0,Female,MECH,7.32,1.0,99.8,"Entrepreneurship Cell, Sports Club, Literary Society","Web Development, C++, Java",1,Higher Studies,0.0,Unknown,0.0,Unknown,7.28,8.57,6.83,5.69,8.09,7.18,7.95,6.96,3,3
22.0,Male,MECH,7.4,3.0,69.89,"Literary Society, Coding Club","Java, SQL",0,Unknown,1.0,Higher Studies,19.93,Higher Studies,8.25,7.87,8.91,6.52,8.4,5.83,6.89,6.53,2,2
23.0,Male,IT,7.13,2.0,99.85,"Entrepreneurship Cell, Literary Society, Sports Club","SQL, Web Development, Python",0,Unknown,0.0,Unknown,0.0,Unknown,6.35,6.52,6.68,7.42,7.52,6.43,6.98,9.14,3,3
23.0,Male,IT,6.68,0.0,69.94,"Cultural Club, Robotics","Python, Web Development",1,Software,0.0,Unknown,0.0,Unknown,7.11,7.08,8.34,6.31,5.49,5.84,6.98,6.27,2,2
21.0,Male,CIVIL,7.01,1.0,63.18,Sports Club,"Python, C++, Data Science, Java",1,Consulting,1.0,Software,18.99,Job,8.04,6.98,8.02,4.63,7.79,5.88,8.77,5.94,4,1
19.0,Female,MECH,7.75,0.0,72.05,"Sports Club, Coding Club","C++, Machine Learning",1,Research,1.0,Consulting,7.23,Job,7.53,7.15,8.18,9.34,7.87,7.95,7.13,6.86,2,2
19.0,Male,MECH,6.8,0.0,93.24,"Sports Club, Entrepreneurship Cell","Web Development, Python, C++, SQL, Java",0,Unknown,0.0,Unknown,0.0,Unknown,6.27,7.51,7.6,6.19,6.54,6.41,6.9,6.97,5,2
21.0,Male,MECH,7.14,0.0,75.0,"Coding Club, Entrepreneurship Cell","Python, C++, SQL, Machine Learning, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,6.81,6.6,6.33,7.75,8.0,6.92,5.9,8.79,5,2
23.0,Female,CIVIL,7.04,0.0,65.59,"Sports Club, Robotics","SQL, Java, Machine Learning, Web Development",1,Research,0.0,Unknown,0.0,Unknown,7.57,7.73,5.93,8.1,6.83,6.53,6.29,7.3,4,2
22.0,Female,ECE,6.4,2.0,64.46,Coding Club,"Data Science, Web Development, Python, SQL",1,Software,0.0,Unknown,0.0,Unknown,6.79,5.92,5.19,5.36,6.87,9.11,4.28,7.7,4,1
18.0,Male,CSE,6.53,1.0,71.33,"Robotics, Cultural Club, Literary Society","SQL, Java, Machine Learning, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,6.03,5.12,7.46,5.65,5.28,8.27,7.77,6.67,4,3
19.0,Male,EEE,6.94,4.0,90.2,Cultural Club,"Python, Java",0,Unknown,0.0,Unknown,0.0,Unknown,7.58,7.15,6.52,6.67,7.21,6.84,5.66,7.91,2,1
22.0,Female,CSE,7.1,2.0,73.83,"Cultural Club, Robotics","Java, C++, Web Development, Machine Learning, Data Science",0,Unknown,1.0,Research,6.09,Higher Studies,6.73,6.02,6.56,7.38,7.76,6.08,7.87,8.36,5,2
23.0,Female,ECE,6.8,3.0,93.37,"Robotics, Sports Club, Literary Society","Web Development, Machine Learning, Data Science",1,Higher Studies,1.0,Core Engineering,3.14,Research,6.74,6.88,6.21,7.18,6.75,7.11,6.84,6.65,3,3
21.0,Female,CIVIL,7.41,0.0,84.97,Coding Club,"Java, Machine Learning, SQL, Data Science",0,Unknown,1.0,Higher Studies,17.1,Higher Studies,8.67,8.76,6.86,6.65,5.49,7.0,8.95,6.87,4,1
21.0,Male,CIVIL,7.54,0.0,74.41,"Sports Club, Literary Society, Robotics","Web Development, Data Science",1,Research,0.0,Unknown,0.0,Unknown,5.92,6.78,9.13,8.06,7.21,7.55,8.02,7.68,2,3
23.0,Female,EEE,7.18,0.0,90.18,"Coding Club, Literary Society, Sports Club","Java, Machine Learning, C++, Web Development, SQL",1,Core Engineering,1.0,Software,15.27,Startup,7.11,8.74,7.59,7.84,5.95,7.35,6.96,5.87,5,3
20.0,Male,IT,6.6,1.0,95.58,"Sports Club, Coding Club","Python, SQL",1,Hardware,0.0,Unknown,0.0,Unknown,6.84,5.23,6.21,7.66,6.03,5.69,7.65,7.46,2,2
23.0,Male,CIVIL,7.08,1.0,71.6,Entrepreneurship Cell,"Java, Data Science, Web Development, Machine Learning",1,Software,1.0,Consulting,3.25,Higher Studies,5.72,7.75,7.05,8.26,7.21,5.93,8.73,6.01,4,1
